gene_symbol	associated_genes
OVOL3	OVOL2,OVOL1,ZNF526,ZNF764,ZSCAN10,ZNF562,MYNN,ZNF891,ZNF749,ZNF577,ZNF594,ZNF257,ZNF189,ZSCAN32,ZNF574,ZNF596,ZNF483,ZNF525,ZNF211,ZNF500,ZNF555,ZNF253,ZNF429,ZNF837,ZNF623,ZNF599,ZNF133,ZNF85,ZNF358,ZNF333,ZNF585B,ZNF540,ZNF680,ZNF7,ZSCAN12,ZNF615,FEZF2,ZNF16,ZNF808,ZNF121,ZNF678,ZNF585A,ZNF235,ZNF251,ZNF787,ZNF567,ZNF256,ZNF449,ZNF286A,ZNF454,ZNF768,ZNF266,ZNF426,ZNF93,ZNF226,ZNF649,MZF1,ZNF668,ZNF561,ZNF135,ZNF497,ZNF141,ZNF721,ZNF250,ZNF41,ZNF98,ZNF91,ZNF565,ZNF813,ZNF35,ZNF311,FEZF1,ZNF777,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF778,ZBTB17,ZNF720,ZNF554,ZNF77,ZNF846,ZNF546,ZNF514,ZNF70,ZNF718,ZNF79,ZNF707,ZNF286B,ZNF732,ZNF726,ZNF790,ZNF43,ZNF2,ZNF502,ZNF696,ZNF812
OVOL2	OVOL1,OVOL3,MYNN,ZNF891,ZNF561,ZNF121,ZNF235,ZNF562,ZNF577,ZNF585B,ZNF813,ZBTB49,ZNF778,ZFP3,ZNF585A,ZNF782,ZNF177,ZNF93,ZNF429,ZNF860,ZNF765,ZNF41,ZNF540,ZNF225,ZNF81,ZNF426,ZNF253,ZNF200,FEZF2,ZNF596,ZNF189,ZFP112,ZNF43,ZNF558,ZNF226,ZNF606,PRDM15,ZSCAN26,FEZF1,ZNF227,ZNF749,ZNF718,ZBTB14,ZNF311,GFI1B,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF311,ZNF812,ZNF729,ZNF568,ZNF175,ZNF615,ZNF343,ZNF257,ZNF836,ZBTB48,GFI1,ZNF254,ZNF616,ZSCAN22,ZNF141,ZKSCAN8,ZNF287,ZNF91,ZNF569,ZNF230,ZNF816,ZNF107,ZNF808,ZNF730,ZNF846,ZNF567,ZNF514,ZNF337,ZNF347,ZNF525,ZNF764,ZNF284,ZNF234,FIZ1,ZNF660,ZNF721,ZNF251,ZNF7,ZNF250,ZNF483,ZNF841,ZNF85,ZNF195,ZNF214,ZNF236,ZNF100,ZNF613,ZNF667,ZNF70,ZSCAN23
OVCH2	OVCH1,TMPRSS6,KLKB1,TMPRSS3,TMPRSS9,TMPRSS5,PRSS33,HPN,PRSS8,PRSS36,TMPRSS15,PRSS27,TMPRSS13,TPSG1,F11,CTRB1,PRSS42,PRSS56,PRSS22,CTRB2,F12,ST14,CTRL,TMPRSS2,TMPRSS4,PRSS21,CORIN,PRSS55,TMPRSS7,F9,TPSB2,TMPRSS11D,TMPRSS12,ACR,PROC,PRSS12,PLG,TPSAB1,HGFAC,TMPRSS11B,F7,PRSS48,CELA1,PRSS3,CELA3B,CELA2A,HABP2,F2,LPA,PRSS1,PRSS3P2,CTRC,PRSS41,PRSS38,TMPRSS11A,F10,KLK14,TMPRSS11E,TMPRSS11E,MASP2,CELA2B,KLK13,GZMM,GZMA,PLAU,PLAT,PCOLCE2,PRSS57,CFD,KLK15,KLK6,KLK8,C1R,KLK11,TLL1,KLK3,GZMK,MASP1,TPSD1,KLK4,KLK5,CUBN,KLK1,TMPRSS11F,C1RL,CTSG,KLK2,PRSS50,GZMH,PRSS53,GZMB,BMP1,CMA1,TLL2,KLK9,C1S,CFI,PRSS46,KLK12,ELANE
HCG11	OVCH1-AS1,LINC00657
OTX1	OTX2,CRX,DRGX,PHOX2A,PHOX2B,DMBX1,ARX,RAX2,PRRX2,OTP,PRRX1,SHOX,SHOX,SHOX2,GSC2,PITX1,RAX,MIXL1,ALX3,ALX1,ALX4,PAX6,PAX7,GSC,PITX3,PAX3,ISX,PITX2,UNCX,VSX1,PROP1,ARGFX,VSX2,ESX1,HESX1,TPRXL,DUXA,RHOXF1,DUX4L5,DUX4L4,DUX4,DUX4L3,DUX4L3,DUX2,DUX4L6,DUX2,DUX4,DUX2,DUX4L5,DUX4,DUX4L2,DUX4,LOC100653046,DUX4L4,DUX4L2,DUX4L2,DUX4,DUX4,DUX4L2,NOTO,PAX4,NKX1-2,MEOX1,DLX2,EMX2,MEOX2,EMX1,SEBOX,PDX1,NKX2-3,NKX3-2,MSX2,RHOXF2B,RHOXF2B,NKX2-6,DPRX,EVX1,BARHL1,BSX,GBX2,MSX1,EVX2,BARHL2,NKX2-5,DLX5,LBX1,BARX1,NKX6-2,LHX5,LHX1,DLX3,TLX2,VAX1,GBX1,LHX8,GSX1,NKX2-1,ARGFXP2,VAX2,HOXD4
LOC100268168	OTX2-AS1,WDR27,ZNF205-AS1,LOC100144595,LOC100507462,C16orf89,MGC2752,NOP2,LOC100506688,LYRM4,CSF2RA,CSF2RA,AX747977,AX746996,ZNF283,AX746839,ITGB3BP,VAC14-AS1,PPIL3,BRD2,LINC00488,AY070437,HSD11B1L,ZNF788,LOC286190,BEND2,AX747135
OTUD7A	OTUD7B,TNFAIP3,ZRANB1
OTUD7B	OTUD7A,TNFAIP3,ZRANB1,VCPIP1
OTUD6A	OTUD6B,OTUD5,ALG13,OTUD3,OTUD1
ZDHHC21	OTUD6B,  ZDHHC21,  POLR3A,  ZMYM6,  ZFYVE26,  SPIN2B,  PIN4,  NRF1,  EIF2C1,  PHF14,  RALGAPA1,  BDP1,  PARG,  HERC4,  TADA2A,  RAB3GAP2,  ZNF445,  TRIM52,  NF1
SCFD2	OTUD6B,  SPTY2D1,  RIOK2,  PUS7,  RPP30,  POP4,  METTL2A,  SCFD2,  C14orf126,  NAA15,  EIF3C,  PARG,  DTD2,  FBXO22,  TRMT6,  HERC4,  RAB3GAP2,  SEH1L,  UPRT,  EIF3CL
OTUD6B	OTUD6A,OTUD3,OTUD5,ALG13
OTUD1	OTUD5,OTUD3,ALG13
ALG13	OTUD4,OTUD5,OTUD3,OTUD1,OTUD6A,SMNDC1,OTUD6B
POLR3C	OTUD4,  SEC23IP,  PBRM1,  GTF2H1,  NUP107,  TMF1,  DDX19B,  KATNA1,  NIPBL,  SETDB1,  ECD,  UTP6,  UHRF2,  DHX8,  POLR3C,  POM121C,  RBM16,  TBP,  INO80,  AHCTF1
CDKN2AIP	OTUD4,  LEMD3,  EP400,  PEX1,  GTF2H1,  EDC3,  NCBP1,  ECD,  CDK13,  CDKN2AIP,  INO80,  ARFGEF1,  POM121C,  RSPRY1,  TBP,  PPHLN1,  WHSC2,  AKAP10,  TRIM33,  ZMYM4
OTUB1	OTUB2
PITPNA	OTUB1,  ZNF8,  PEF1,  CDC42BPB,  WDR82,  COBRA1,  RAB14,  SSU72,  SUMO1,  MRPL9,  PITPNA,  OTUD5,  CHMP5,  PUF60,  TOP2B,  ENSA,  PRPF31,  DGCR2,  PRRC2B,  POLDIP3,  PAFAH1B1
ARSA	OTUB1,  ZNF8,  CDC123,  CHD4,  UBQLN1,  COBRA1,  CLPTM1,  SNW1,  SSU72,  EIF5,  SUMO1,  GLYR1,  AP3D1,  ARSA,  UBE2L3,  MRPS21,  SRP68,  CHMP5,  MRPL28,  ASNA1,  DDX1,  AHSA1,  CLPP,  PRPF31,  MRPL43
MRPL28	OTUB1,  TTC1,  ATP5J2,  BAP1,  NAP1L4,  UBE2D2,  TADA3,  COBRA1,  BUD31,  MRPL20,  SSU72,  SUMO1,  ARSA,  UBE2L3,  MRPL9,  NUTF2,  SYNJ2BP,  PPP1R7,  UBE2M,  CHMP5,  MRPL28,  ASNA1,  PUF60,  AHSA1,  STIP1,  SUPT4H1,  MRPS5,  PDCD5,  SGTA,  PFDN1
CLPTM1	OTUB1,  STUB1,  ZNF8,  UBQLN1,  COBRA1,  CLPTM1,  MRPS26,  EIF5,  SSU72,  SUMO3,  SAP18,  OCIAD1,  ARSA,  UBE2L3,  GLYR1,  MRPS21,  GNPTG,  TXN2,  MRPL28,  ASNA1,  GSK3A,  AP2B1,  NHP2L1,  MRPL43
ATP6AP1	OTUB1,  SCAMP4,  AP1B1,  FASTK,  ZNF8,  RBCK1,  TADA3,  COBRA1,  SSU72,  SUMO1,  ATP6V0B,  GLYR1,  ARSA,  ACTR10,  PITPNA,  C1orf63,  OTUD5,  CHMP5,  ASNA1,  GSK3A,  ZMIZ2,  ATP6AP1,  SUPT4H1,  DGCR2,  PAFAH1B1
BTBD2	OTUB1,  PQBP1,  MATR3,  RNF187,  COBRA1,  ZNF8,  TOP2B,  BTBD2,  SMARCC2,  PRPF31,  NHP2L1,  MRPS26,  OTUD5,  OCIAD1,  DHPS,  GSK3A,  WDR82,  PAFAH1B1
MAPK3	OTUB1,  MAPK3,  CDC42BPB,  WDR82,  COBRA1,  RAB14,  OCIAD1,  PTPRA,  ARL8A,  ACTR10,  PITPNA,  RAB2A,  ARL8B,  OTUD5,  CHMP5,  GSK3A,  DYNLRB1,  AP2B1,  BTBD2,  ENSA,  SRI,  PFDN1
UBE2M	OTUB1,  BAP1,  NAP1L4,  GABARAPL2,  SUMO1,  SAP18,  OCIAD1,  ARSA,  UBE2L3,  FKBP3,  NUTF2,  MRPS21,  UBE2M,  MRPL28,  GSK3A,  ASNA1,  PCMT1,  DYNLRB1,  PAIP2,  AHSA1,  AP2B1,  PLEKHM2,  BTBD2,  STIP1,  NHP2L1,  PFDN1,  PAFAH1B1
PTGES2	OTUB1,  ATP5J2,  FASTK,  ATPIF1,  NAP1L4,  REPIN1,  NDUFB1,  NDUFS8,  NDUFA6,  STARD7,  MRPS26,  SSU72,  NDUFS2,  OCIAD1,  GLYR1,  PDHB,  AP3D1,  FKBP3,  APEH,  MRPS21,  TXN2,  SLC25A11,  MRPL28,  PTGES2,  TRPT1,  NHP2L1,  MRPS5
OR2A2	OTOR,  RGS21,  TAS2R16,  OR7G3,  OR10A5,  TSPY3,  HTR3D,  OR52E6,  OR2A25,  OR10R2,  OR52E2,  MRGPRX1,  OR12D3,  OR1S2,  DEFB129,  OR1D5,  OR51G2,  TGM6,  KRTAP10-5,  MAGEA2,  DUX4L2,  ZP4,  OR4F6,  TCHHL1,  TSPY1,  OR2A5,  OR2A2,  OR5AS1,  KRTAP10-9,  OR8H1,  OR4K15,  KRTAP19-1,  OR5D16,  OR4D10,  KRTAP10-10,  TRIM64B,  OR10Z1,  OR2M5,  DUX2
OTOP2	OTOP3,OTOP1
OTOP1	OTOP2,OTOP3
OTOP3	OTOP2,OTOP1
OTOGL	OTOG,VWF,MUC2,MUC5B,SSPO,MUC6,FCGBP,ZAN,TECTA,BMPER,KCP,VWCE,CRIM1,MEGF6,MEGF11,KRTAP10-5,KRTAP4-9,TNC,LTBP3,KRTAP10-4,CTGF,PEAR1,VWDE,NOTCH3,NELL2,KRTAP10-8,KRTAP4-8,KRTAP10-7,KRTAP10-10,KRTAP10-11,SUSD2,KRTAP10-1,MATN2,ZNFX1,KRTAP4-11,JAG1,KRTAP9-1
OVCH1	OTOA,  EYS,  A3GALT2,  OVCH1,  PTX4
POLD4	OSTC,  POLD4,  CLPTM1L,  ANXA11,  SDHC,  PSMD9,  NCSTN,  EIF2S2,  SSBP1,  DNM2,  AKR1A1,  MRPS16,  PDIA6,  VMP1,  CLPP,  SCAMP2,  IRAK1,  PACSIN2,  COPB2,  CORO1B,  TMEM49
OSTCP1	OSTC
LIFR	OSMR,IL6ST,IL31RA,IL12RB2,CSF3R,LEPR,PTPRD,CHL1,CRLF1,FNDC1,NRCAM,IL23R,PTPRF,PTPRQ,CNTN3,USH2A,PTPRS,IL27RA,MERTK,L1CAM,DSCAM,NEO1,DSCAML1,PRTG,SDK1,CNTN2,SDK2,IL13RA1,CNTN1,TTN,COL12A1,IL13RA2,CNTN6,CNTN4,DCC,IGFN1,TEK,CDON
OSGIN1	OSGIN2
OSGIN2	OSGIN1
OSBPL5	OSBPL8,OSBPL11,OSBPL10,OSBPL9,OSBPL1A,OSBPL2,OSBPL6,OSBP2,OSBPL3,OSBP,OSBPL7
OSBPL3	OSBPL6,OSBPL7,OSBPL1A,OSBPL2,OSBP,OSBP2,OSBPL5,OSBPL8,OSBPL9,OSBPL10,PLEKHH2,OSBPL11,PLEKHH1,COL4A3BP,ASAP1
OSBPL7	OSBPL6,OSBPL3,OSBPL1A,OSBPL2,OSBP,OSBP2,OSBPL5,OSBPL10,OSBPL8,OSBPL9,OSBPL11,PLEKHH2,PLEKHH1,COL4A3BP
OSBPL8	OSBPL5,OSBPL9,OSBPL10,OSBPL11,OSBPL1A,OSBPL2,OSBP,OSBPL6,OSBPL7,OSBP2,OSBPL3,CCER1,PELP1,RGAG4,VEZT,CYTH1,ZFHX3
OSBPL6	OSBPL3,OSBPL7,OSBPL1A,OSBPL2,OSBP,OSBP2,OSBPL5,OSBPL10,OSBPL8,OSBPL9,OSBPL11,PLEKHH2,PLEKHH1,GAB4
PRKX	OSBPL3,  TMEM48,  INCENP,  ZUFSP,  ZNF267,  PIGB,  ZBTB33,  ZNF26,  FKBPL,  PIGN,  ZBED4,  WDR4,  NFE2L3,  PRKX,  PINX1,  FRMD4B,  C14orf106,  PIGA,  RAP2B,  P2RY11,  KDM2B,  SIPA1L3,  MASTL,  DDX31,  QTRTD1
OSBPL1A	OSBPL2,OSBP2,OSBP,OSBPL6,OSBPL3,OSBPL7,OSBPL8,OSBPL5,OSBPL11,OSBPL10,OSBPL9,TNKS2,TNKS,ASB7,ANK1,ANK2,ANK3,ANKRD44,CASKIN1,MIB1,ANKRD52,ANKRD28,PSMD10,ASB3,ANKRD6,ANKS1A,ANKRD12,HACE1,BARD1,PPP1R16A,ANKRD11,PPP1R16B,BCOR,PLA2G6,ANKRD50,FPGT-TNNI3K,ILK,KIDINS220,NFKB1,INVS,ANKRD55,ANKS1B,MYO16,MIB2,ANKK1,PPP1R12B,CASKIN2,DAPK1,ANKRD27,NOTCH3,NOTCH1,RIPK4,ANKRD42,FEM1C,NOTCH4,RAI14,NOTCH4,NOTCH4,NOTCH4,NOTCH4,NOTCH4,NOTCH4,ASB14,PPP1R12A,ANKRD31,BCORL1,EHMT2,EHMT2,EHMT2,EHMT2,EHMT2,EHMT2,EHMT2,PPP1R12C,ZDHHC13,ANKDD1A,ANKRD29,ASB8,ANKRD32,ASB2,ANKEF1,CTTNBP2,FANK1,ANKS3,ANKDD1B,ANKRD1,ANKRD35,NFKB2,ANKRD10,ANKRD17,ASB15,ASB9,ASB5,FEM1B,POTED,ANKMY2,LOC100288966,ANKRD2,ACBD6,ANKHD1-EIF4EBP3
OSBPL2	OSBPL1A,OSBPL6,OSBPL3,OSBPL7,OSBP,OSBP2,OSBPL8,OSBPL5,OSBPL9,OSBPL10,OSBPL11
ALDH1L1	OSBPL1A,  LDHD,  UBE2D4,  ALDH6A1,  KIAA1161,  FAH,  NFS1,  NKIRAS1,  BPHL,  PPP2R1B,  TLN2,  PHLPP1,  ACADSB,  ENDOG,  DHTKD1,  AFMID,  PITPNM2,  ALDH1L1,  CYP4V2,  IL17RB,  PNPO,  PC,  SLC25A42,  EID2,  ZNF853,  C19orf12,  PITPNC1,  RFK
ZEB2	OSBPL1A,  CPNE2,  TMEM55A,  RNF130,  GALC,  SLC44A1,  GMFB,  TTYH2,  SESN3,  ZEB2,  RAP2A,  HIP1,  RLIM,  ROM1,  ZFYVE16,  LEPROTL1,  SPRED1,  SIP1,  PTPRG,  TBC1D5,  ARHGEF6,  TCF4,  SAMD8,  GAB2,  APBB2
OSBPL9	OSBPL11,OSBPL10,OSBPL8,OSBPL5,OSBPL1A,OSBPL2,OSBPL6,COL4A3BP,PLEKHA3,OSBPL7,OSBPL3,PLEKHA8,OSBP,OSBP2,SWAP70,PLEKHH2,SBF2,PLEKHH1,PLEK
OSBPL11	OSBPL10,OSBPL9,OSBPL5,OSBPL8,OSBP,OSBPL1A,OSBP2,OSBPL2,OSBPL7,OSBPL6,COL4A3BP,OSBPL3,PLEKHA3,PLEKHA8,ARHGAP25,PLEK,RASGRF1
OSBP2	OSBP,OSBPL1A,OSBPL6,OSBPL2,OSBPL3,OSBPL7,OSBPL5,OSBPL10,OSBPL8,PLEKHA3,PLEKHA8,COL4A3BP,OSBPL9,OSBPL11,PLEKHH2,PLEKHH1,MYO10,CYTH4,ARHGAP24
ERLEC1	OS9,GNPTG
ORMDL1	ORMDL3,ORMDL2
ORMDL2	ORMDL1,ORMDL3
ORMDL3	ORMDL1,ORMDL2
TRIM27	ORMDL1,  PPWD1,  TCTN3,  HPS1,  ZNF655,  DRG2,  ANAPC4,  DPAGT1,  SFRS13A,  MBD4,  SDF2,  MED1,  TRIM27,  TRMT2A,  FNDC3A,  VPS16,  SLC35C2,  SRSF10
HPS1	ORMDL1,  POLG,  MAEA,  ZNF655,  HPS1,  DRG2,  RBM22,  SKIV2L,  TBRG1,  STX4,  ZDHHC6,  DAXX,  TRIM27,  SMARCD1,  ZFPL1,  VPS16,  SLC35C2
ADPGK	ORMDL1,  PATL1,  HPS1,  TRIM26,  ADPGK,  IL10RB,  PRPF38B,  ZDHHC6,  TBRG1,  IKBKB,  STX4,  GGA3,  CCAR1,  TRIM27,  UBE2J1,  TYK2,  SLC35C2,  ZNRD1
OGFR	ORMDL1,  MAEA,  MED16,  GTPBP1,  HPS1,  MRPL55,  TRMT1,  SKIV2L,  TBRG1,  RBM23,  CIR1,  GGA3,  LEMD2,  SAP30BP,  SMARCD1,  TYK2,  OGFR
AGXT	ORM1,  SLC22A1,  MAT1A,  TAT,  APCS,  LBP,  ITIH3,  CPB2,  APOH,  VTN,  TFR2,  ITIH1,  LRG1,  FGL1,  KNG1,  ADH4,  C9,  CYP2A6,  CFHR2,  AGXT,  ATF5,  SAA2,  C4BPA,  GC,  TTR,  AHSG,  F2,  HPX,  HPD,  HRG,  CYP2C9,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  A1BG,  ASGR2,  ORM2,  AMBP
TTR	ORM1,  SLC22A1,  MAT1A,  TAT,  APCS,  LBP,  ITIH3,  CPB2,  APOH,  VTN,  TFR2,  ITIH1,  LRG1,  FGL1,  KNG1,  ADH4,  C9,  CYP2A6,  AGXT,  ATF5,  SAA2,  C4BPA,  GC,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  HRG,  CYP2C9,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  A1BG,  ASGR1,  ASGR2,  ORM2,  AMBP
AMBP	ORM1,  SLC22A1,  MAT1A,  TAT,  APCS,  LBP,  ITIH3,  CPB2,  APOH,  VTN,  TFR2,  ITIH1,  LRG1,  FGL1,  KNG1,  ADH4,  C9,  CYP2A6,  AGXT,  ATF5,  SAA2,  C4BPA,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  HRG,  CYP2C9,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  ORM2,  RBP4,  AMBP
ORM2	ORM1,  SLC22A1,  MAT1A,  TAT,  APCS,  LBP,  ITIH3,  CPB2,  APOH,  VTN,  TFR2,  ITIH1,  LRG1,  FGL1,  KNG1,  ADH4,  C9,  CYP2A6,  AGXT,  ATF5,  SAA2,  C4BPA,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  HRG,  CYP2C9,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  A1BG,  ASGR2,  ORM2,  AMBP
HPX	ORM1,  SLC22A1,  MAT1A,  TAT,  APCS,  C8G,  LBP,  ITIH3,  CPB2,  APOH,  VTN,  TFR2,  ITIH1,  LRG1,  FGL1,  KNG1,  ADH4,  C9,  CYP2A6,  CFHR1,  AGXT,  ATF5,  SAA2,  C4BPA,  GC,  TTR,  AHSG,  F2,  HPX,  HPD,  HRG,  CYP2C9,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  A1BG,  ASGR1,  ASGR2,  ORM2,  AMBP
SERPINA1	ORM1,  SERPINA1,  DEFA1B,  APCS,  VNN2,  APOH,  VTN,  LRG1,  APOA1,  FGL1,  APOC3,  AGXT,  ATF5,  FCN1,  SAA2,  GC,  SPI1,  APOA2,  TTR,  APOC1,  AHSG,  HPX,  ALOX5AP,  AQP9,  HPD,  FGA,  DEFA1,  SERPINF2,  CXCR1,  CYP2E1,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
APOE	ORM1,  PPP1R1B,  GDI1,  ALDH2,  APOH,  ALDOC,  AKR1B1,  ARL6IP1,  PEA15,  ITM2C,  TMEM66,  APOC1,  SOD1,  APOE,  BRI3,  EPHX1,  NDRG2,  CYP11B1,  SERINC1,  YWHAE,  CYP2E1,  NGFRAP1,  CPE,  UCHL1,  TSPAN7,  ORM2,  DHCR24,  AMBP,  WBP2
CRP	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  SAA1,  ITIH3,  APOH,  VTN,  ITIH1,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
FGB	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  SAA1,  ITIH3,  APOH,  VTN,  ITIH1,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
FGG	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  SAA1,  ITIH3,  APOH,  VTN,  ITIH1,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
APOC3	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  SAA1,  CYP3A4,  APOH,  VTN,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
APOA2	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  ITIH3,  APOH,  VTN,  ITIH1,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
FGA	ORM1,  MAT1A,  SERPINA1,  TAT,  APCS,  LBP,  ITIH3,  APOH,  VTN,  ITIH1,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  F2,  HPX,  HPD,  FGA,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
APOA1	ORM1,  MAT1A,  SERPINA1,  APCS,  LBP,  SAA1,  ITIH3,  CYP3A4,  APOH,  VTN,  APOA1,  FGL1,  APOC3,  AGXT,  ATF5,  SAA2,  GC,  APOA2,  TTR,  APOC1,  AHSG,  HPX,  HPD,  FGA,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
HP	ORM1,  MAT1A,  SERPINA1,  APCS,  LBP,  SAA1,  APOH,  VTN,  APOA1,  FGL1,  APOC3,  AGXT,  SAA2,  GC,  APOA2,  TTR,  HP,  APOC1,  AHSG,  HPX,  HPD,  ALB,  FGA,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  FGB,  FGG,  CRP,  ORM2,  RBP4,  AMBP
APOC1	ORM1,  MAT1A,  SCARB1,  TAT,  APCS,  LBP,  ITIH3,  APOH,  VTN,  ITIH1,  LRG1,  FGL1,  TF,  ADH4,  CYP2A6,  ATF5,  AGXT,  SAA2,  GC,  SULT2A1,  APOA2,  TTR,  APOC1,  AGT,  AHSG,  F2,  HPX,  HPD,  HRG,  SERPINF2,  CYP2E1,  CYP2C8,  SERPINC1,  SAA4,  A1BG,  CYP11A1,  ORM2,  AMBP
MDN1	ORC5L,  RBBP5,  ZNF721,  HSPA14,  ZBTB11,  TDRD3,  FAM133B,  BRWD1,  PARG,  TADA1,  TOP3A,  TUBGCP4,  ELP4,  GOSR1,  MAPK8,  MDN1,  TNKS,  SEH1L,  TERF2,  ORC5
GPR89A	ORC5L,  RBBP5,  AASDH,  GPR89A,  TUBGCP5,  ZNF131,  TRMT12,  TDRD3,  PARG,  TRMT6,  HERC4,  MYNN,  ORC5,  LTN1,  ELMOD2
PANK2	ORC5L,  PANK2,  RBBP5,  RSF1,  C1D,  CREB1,  DPP8,  POP4,  TTC9C,  PHF14,  ZBTB11,  GAPVD1,  PIKFYVE,  PURA,  TOP3A,  RC3H2,  GOSR1,  ELP4,  CDC40,  ORC5
SUFU	ORC5L,  MED17,  ZNF202,  SUFU,  SNIP1,  RPP30,  DIS3L2,  TUBGCP5,  UBOX5,  ZNF131,  ALKBH1,  ZSCAN25,  ZNF16,  ZNF623,  SNX13,  ZSCAN21,  MYNN,  ORC5
TAF4	ORC5L,  LATS1,  MED17,  ZNF766,  HELZ,  NUP35,  TAF4,  HSPA14,  MIER3,  ZSCAN29,  ZNF131,  MKS1,  ZNF574,  RSBN1,  MBTD1,  ZCCHC8,  MRPL38,  LTN1,  TLK2,  ORC5
PIGV	ORC5L,  ISG20L2,  ERMAP,  TTLL4,  TP53RK,  ATPAF2,  GPR89A,  ZSCAN29,  PIGV,  SLC13A3,  ZNF574,  PIGF,  GCC1,  MKS1,  UNC5CL,  ORC5
TP53RK	ORC5L,  EXOSC3,  ZNF766,  TP53RK,  ZNF211,  ZNF134,  HSPA14,  INTS6,  SLC30A6,  ZSCAN29,  STX17,  ZNF131,  SLC13A3,  PARG,  TOP3A,  GCC1,  GOSR1,  HERC4,  LTN1,  ORC5
GMCL1	ORC5L,  EXOSC3,  CEP63,  CREB1,  HSPA14,  ACTR8,  TUBGCP5,  GMCL1,  ZBTB11,  ZSCAN29,  UBA6,  TOP3A,  RBM27,  RC3H2,  GOSR1,  CENPC1,  LTN1,  TLK2,  ORC5
FANCG	ORC5L,  C10orf137,  EXOSC3,  CSTF2,  RFC5,  ZCCHC8,  HSPA14,  TFAP4,  TTC9C,  XRCC3,  CEP250,  FANCG,  TRAF2,  TOP3A,  MTF2,  CHTF18,  AARS2,  EYA3,  ORC5
CHL1	ORC2L,  ZCCHC8,  ANKRD49,  OGFOD2,  DDX11,  MKS1,  ORC2,  TOE1,  TOP3B,  XRCC3,  ADCK5,  MFSD8,  CENPC1,  EHMT1,  SYNRG,  PTPN2,  RINT1,  ZNF212,  CDK12,  ABCC10,  RAD9A,  CHL1
ESPL1	ORC1,  CENPF,  TTK,  CENPA,  FOXM1,  MELK,  MPP2,  GINS1,  RAD51,  ESPL1,  SPC25,  TROAP,  KIF20A,  KIF18A,  EME1,  DEPDC1B,  KIF18B,  IQGAP3,  KIF15,  PLK4,  ORC1L,  KIF4A
